Code,Subject Code,Course Title,Credits,Semester Typically Offered,Foundations Designation,Description,Grading Basis,Course Type,Course Level,College,Department
ME662,ME,Deep Learning,3,fall only,NULL,"Theory and implementation of fully connected and convolutional deep neural networks. Training of neural networks via back propagation. Application to open source data sets such as MNIST%COMMA% EMNIST%COMMA% and CIFAR. Deep neural networks using ResNets. Control of dynamical systems using deep neural networks. Segmentation using U-nets. Attention mechanisms and transformers with applications to reinforcement learning and computer vision. Graph neural networks. Cross-listed with ECE 662%COMMA% may be taken once for credit.",Letter Grade - Regular,Lecture,Graduate,College of Engineering,Mechanical and Biomedical Engineering
ME472,ME,Vibrations,3,intermittently,NULL,Theory and methods for analysis of vibrating physical systems. Natural frequencies%COMMA% mode shapes%COMMA% damping%COMMA% forced vibrations%COMMA% and frequency-response functions are analyzed by using computer simulation.,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Mechanical and Biomedical Engineering
ME461,ME,Control Systems,3,as justified,NULL,Time and frequency domain analysis and design of feedback systems using classical and state space methods. Observability%COMMA% controllability%COMMA% pole placement%COMMA% and observers. Cross-listed with ECE 461%COMMA% may be taken once for credit.,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Mechanical and Biomedical Engineering
ME462,ME,Machine Design,3,fall or spring or both,NULL,Analysis and design of machines and structures to understand and prevent failure due to elastic instability%COMMA% yielding%COMMA% fracture%COMMA% crack propagation or fatigue. Static%COMMA% dynamic and cyclic loading will be considered.,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Mechanical and Biomedical Engineering
ME450,ME,Advanced Mech of Materials,3,on demand,NULL,Extension of stress-strain concepts to three-dimensions%COMMA% plate and shell analysis%COMMA% failure theories%COMMA% and fatigue. Analysis and visualization techniques include Finite Element Analysis and photoelasticity.,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Mechanical and Biomedical Engineering
ME592,ME,Portfolio,1-6,fall or spring or summer or all,NULL,A broad-based selection of significant student work that is used to appraise student performance and professional development. A portfolio reflects the depth and breadth of a student's educational growth since entering the graduate program. Portfolios may include%COMMA% but not be limited to%COMMA% classroom examinations%COMMA% journals%COMMA% writing samples%COMMA% publishable scholarship%COMMA% professional projects%COMMA% annotated bibliographies%COMMA% and artistic endeavors%COMMA% Pass/fail only.,Pass/Fail/In-Progress - PIP,Lecture,Graduate,College of Engineering,Mechanical and Biomedical Engineering
ME526,ME,Renewable Energy Systems,3,fall or spring or both,NULL,A survey of renewable energy systems including solar%COMMA% wind biomass%COMMA% as compared to traditional electric power production and distribution.,Letter Grade - Regular,Lecture,Graduate,College of Engineering,Mechanical and Biomedical Engineering
ME582,ME,Optimal Design,3,fall or spring or both,NULL,Analytical and computer methods used to provide optimal design of products or processes. Formulation%COMMA% specification%COMMA% figures of merit%COMMA% controllable variables%COMMA% constraints and relationships among design variables. Single and multi-variable optimization algorithms using linear and nonlinear programming methods to design problems in structures%COMMA% machine components%COMMA% and energy systems.,Letter Grade - Regular,Lecture,Graduate,College of Engineering,Mechanical and Biomedical Engineering
ME337,ME,Introduction to Security in Cyber-Physical Systems,3,fall only,NULL,Overview of systems security: hardware%COMMA% software%COMMA% encryption%COMMA% and physical security. Includes multiple modules: system security%COMMA% physical issues in security%COMMA% hardware and firmware security issues%COMMA% industrial control%COMMA% and all things connected to the internet. Cross-listed with CE 330%COMMA% ECE 337%COMMA% ENGR 337%COMMA% and MATH 337%COMMA% may be taken once for credit.,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Mechanical and Biomedical Engineering
ME432,ME,Acoustics,3,on demand,NULL,Basic theories of acoustics%COMMA% wave equations%COMMA% acoustic response%COMMA% sound generation%COMMA% transmission%COMMA% and attenuation. Measurement techniques and nomenclature.,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Mechanical and Biomedical Engineering
ME696,ME,Directed Research,1-6,fall or spring or summer or all,NULL,Research conducted by a graduate student under the supervision of a member of the graduate faculty. Requires the clear statement of a hypothesis or proposition%COMMA% a review of the relevant literature%COMMA% analysis and synthesis of data or scholarly evidence%COMMA% and the inference of conclusions. The results must be stated in a report written in clear and effective English. Requires submission of an Application for Directed Research prior to the deadline specified in the academic calendar. Either graded or pass/fail.,Letter Grade - Regular,Directed Research,Graduate,College of Engineering,Mechanical and Biomedical Engineering
ME510,ME,Continuum Mechanics,3,fall or spring or both,NULL,Development and analysis of fundamental relationships and constitutive equations for deformation%COMMA% strain%COMMA% and stress of materials occupying a continuous domain. Eulerian and Lagrangian methods are covered. Vector and tensor techniques developed.,Letter Grade - Regular,Lecture,Graduate,College of Engineering,Mechanical and Biomedical Engineering
ME532,ME,Acoustics,3,fall or spring or both,NULL,Basic theories of acoustics%COMMA% wave equations%COMMA% acoustic response%COMMA% sound generation%COMMA% transmission%COMMA% and attenuation. Measurement techniques and nomenclature.,Letter Grade - Regular,Lecture,Graduate,College of Engineering,Mechanical and Biomedical Engineering
ME426,ME,Renewable Energy Systems,3,fall or spring or both,NULL,A survey of renewable energy systems including solar%COMMA% wind%COMMA% biomass%COMMA% as compared to traditional electric power production and distribution. Technical%COMMA% economic%COMMA% and system integration issues are examined.,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Mechanical and Biomedical Engineering
ME496,ME,Independent Study,1-4,fall or spring or summer or all,NULL,Upper-division students may earn credits in independent study%COMMA% usually through directed reading or by completing a special project. Students may earn no more than 4 credits in a semester and no more than 6 credits during a single academic year%COMMA% and no more than a total of 9 credits may be used to meet degree requirements or university graduation requirements. Before enrolling for independent study%COMMA% a student must obtain the approval of the department chair%COMMA% acting on the recommendation of the instructor who will be supervising the independent study. An independent study cannot be substituted for a course regularly offered at Boise State%COMMA% nor can independent study credits be used to improve a grade in a course the student has already taken.,Letter Grade - Regular,Independent Study,Undergraduate,College of Engineering,Mechanical and Biomedical Engineering
ME187,ME,Graphical Communications,2,fall and spring only,NULL,Theory and practice of creating graphical models for engineered products.,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Mechanical and Biomedical Engineering
