"Code","Subject Code","Number","Cross-listed","Course Title","Lecture Hours","Lab/Studio Hours","Credits","Semester Typically Offered","Foundations Designation","Description","Grading Basis","(requiresPermission)","Prerequisites","Co-requisites","Repeatable","Max Attempts","Total Credits Allowed","Course Type","Course Level","College","Department"
"PUBADM696","PUBADM","696",,"Directed Research","V","V","1–6","fall or spring or summer or all",,"Research conducted by a graduate student under the supervision of a member of the graduate faculty. Requires the clear statement of a hypothesis or proposition, a review of the relevant literature, analysis and synthesis of data or scholarly evidence, and the inference of conclusions. The results must be stated in a report written in clear and effective English. Requires submission of an Application for Directed Research prior to the deadline specified in the academic calendar. Either graded or pass/fail.","Letter Grade - Regular","Requires Permission of Instructor Only",,,"true","99","99","Directed Research","Graduate","School of Public Service","Public Policy and Administration"
"PUBADM469","PUBADM","469",,"How to Make Policy Changes","1","0","1","fall or spring or summer or all",,"Introduction to techniques used to assess the potential impacts of policy choices.","Letter Grade - Regular",,"Must have a class standing of upper-division or higher
",,"false",,,"Lecture","Undergraduate","School of Public Service","Public Policy and Administration"
"PUBADM691","PUBADM","691",,"Doctoral Comprehensive Examination","V","V","1–6","fall or spring or summer or all",,"Taken when the doctoral student is in Regular Status and has completed a significant number of course credits applicable to the degree requirements. Considerable autonomy is granted to the academic unit in the design, administration, and evaluation of the comprehensive examination. Pass/fail only.","Pass/Fail - PF","Requires Permission of Instructor Only",,,"false",,"6","Lecture","Graduate","School of Public Service","Public Policy and Administration"
"PUBADM541","PUBADM","541",,"Environmental and Regulatory Policy and Administration","3","0","3","fall or spring or both",,"Examines aspects of environmental regulatory politics and policy. Topics examined include the politics of regulation, pollution and energy policy, and intergovernmental environmental management.","Letter Grade - Regular",,,,"false",,"3","Lecture","Graduate","School of Public Service","Public Policy and Administration"
"PUBADM542","PUBADM","542",,"Science, Democracy and the Environment","3","0","3","fall or spring or both",,"Examines the role of science and scientists in the formation of U.S. environmental policy making. Special attention is given to the tension between elite and democratic forms of decision making.","Letter Grade - Regular",,,,"false",,"3","Lecture","Graduate","School of Public Service","Public Policy and Administration"
"PUBADM566","PUBADM","566",,"How to Navigate Ethical Challenges","1","0","1","fall or spring or summer or all",,"Provides an introduction to ethical challenges faced by public servants, including legal responsibilities.","Letter Grade - Regular",,,,"false",,"1","Lecture","Graduate","School of Public Service","Public Policy and Administration"
"PUBADM532","PUBADM","532",,"Grant Writing","3","0","3","fall or spring or both",,"Students will explore the skills and techniques associated with successful grant writing and will prepare a grant proposal.","Letter Grade - Regular",,,,"false",,"3","Lecture","Graduate","School of Public Service","Public Policy and Administration"
"PUBADM467","PUBADM","467",,"How to Deal with People","1","0","1","fall or spring or summer or all",,"Explores issues related to leadership, mentoring and training employees, and working with others.","Letter Grade - Regular",,"Must have a class standing of upper-division or higher
",,"false",,,"Lecture","Undergraduate","School of Public Service","Public Policy and Administration"
"PUBADM502","PUBADM","502",,"Organization Behavior and Management","3","0","3","fall or spring or both",,"Considers the theories and practices of organization behavior and management in public and nonprofit organizations.","Letter Grade - Regular",,,,"false",,"3","Lecture","Graduate","School of Public Service","Public Policy and Administration"
"PUBADM563","PUBADM","563",,"How the Legislative Process Works","1","0","1","fall or spring or summer or all",,"Examines the process by which decisions are in made in legislative bodies, including parliamentary process and budgetary allocations.","Letter Grade - Regular",,,,"false",,"1","Lecture","Graduate","School of Public Service","Public Policy and Administration"
"PUBADM461","PUBADM","461",,"How to Plan a Career in Public Service","1","0","1","fall or spring or summer or all",,"Examines key skills for public servants that are marketable to employers, and career paths that include employment in public, private, and non-profit organizations.","Letter Grade - Regular",,"Must have a class standing of upper-division or higher
",,"false",,,"Lecture","Undergraduate","School of Public Service","Public Policy and Administration"
"PUBADM556","PUBADM","556",,"Indigenous Peoples and Environmental Governance","3","0","3","as justified",,"Course examines Indigenous models of environmental governance and how Indigenous thought and initiatives offer insight into mainstream environmental governance theory and practice.","Letter Grade - Regular",,"Declared or admitted to Ecology, Evolution, and Behavior PhD, Environmental Governance GC, or Public Policy and Administration PhD
",,"false",,,"Lecture","Graduate","School of Public Service","Public Policy and Administration"
"PUBADM690","PUBADM","690",,"Master's Comprehensive Examination","V","V","1–6","fall or spring or summer or all",,"The culminating activity (or part of the culminating activity) for a non-thesis master’s program. Considerable autonomy is granted to the academic unit in the design, administration, and evaluation of the comprehensive examination. May be attempted only after completion of all required core courses and admission to candidacy. Other conditions may be imposed by the academic unit responsible for the program. May not be used for a master’s thesis defense. Pass/fail only.","Pass/Fail - PF","Requires Permission of Instructor Only",,,"false",,,"Lecture","Graduate","School of Public Service","Public Policy and Administration"
